id,value
id_0,4.386478417852711
id_1,14.480995002518185
id_2,16.414251827092823
id_3,5.773903579113053
id_4,20.859794719650708
id_5,16.52580650422363
id_6,17.77118658189919
id_7,23.72797405988725
id_8,13.07940508542104
id_9,47.25117595519005
id_10,8.916344103442043
id_11,6.676638313460359
id_12,49.23072512234161
id_13,40.9812689051748
id_14,16.408926900670444
id_15,8.951950058403696
id_16,25.032924385277653
id_17,51.76822688320786
id_18,-2.182556474128795
id_19,12.566582985129278
id_20,32.659602908615206
id_21,56.085582232589644
id_22,7.079399208398293
id_23,13.839139188809181
id_24,10.876653391533651
id_25,29.13889292101473
id_26,11.398105701381905
id_27,45.5719797254971
id_28,4.787316504524309
id_29,43.60877052688723
id_30,18.476100974069986
id_31,5.527054362122007
id_32,2.5885376664520905
id_33,13.73056221489289
id_34,20.98274766232667
id_35,28.698358512651616
id_36,33.687459951121355
id_37,22.269136111142124
id_38,33.71896135776393
id_39,26.920540731243527
id_40,5.136507593479195
id_41,31.795115317210964
id_42,23.58742468890884
id_43,39.941243703257626
id_44,13.449050711711477
id_45,27.279164239039876
id_46,19.064752915198127
id_47,6.901283037143571
id_48,20.663974703562157
id_49,24.628155940144524
id_50,16.86711507666237
id_51,6.133284712816597
id_52,14.103469841333977
id_53,41.154428928207665
id_54,12.205465547607055
id_55,27.960878526810614
id_56,24.9776492501358
id_57,15.589439706683583
id_58,43.85825604768198
id_59,17.6180098439489
id_60,11.369867151675232
id_61,31.58401167428497
id_62,8.949739371866588
id_63,37.28726834895355
id_64,9.849676485826045
id_65,10.680038637742973
id_66,10.812478433516453
id_67,-1.9315703864335632
id_68,33.922435766726366
id_69,21.954459597479975
id_70,15.409666510591224
id_71,33.09467321431632
id_72,47.15187672801291
id_73,3.4245580707493417
id_74,12.599020835761646
id_75,2.233375207512889
id_76,31.925683500283533
id_77,10.423967786290959
id_78,15.730856198740385
id_79,16.09228649624618
id_80,18.720443345125364
id_81,29.14714095813873
id_82,16.446376408865284
id_83,73.22477170995938
id_84,29.624513410867486
id_85,21.136862418725872
id_86,17.2035329921852
id_87,25.50801864763126
id_88,18.265510059277354
id_89,14.884133000782874
id_90,22.70448740969492
id_91,32.48599444449985
id_92,3.2742769085493713
id_93,29.637806189367296
id_94,36.22484226623746
id_95,12.815534849116586
id_96,25.19505296114821
id_97,9.447968717583938
id_98,17.515583871501775
id_99,3.1008911443066616
id_100,13.20444527086044
id_101,19.858211538121576
id_102,10.104414713811455
id_103,11.431291394078617
id_104,18.105246202397204
id_105,30.813757460814145
id_106,25.381381729651512
id_107,3.497144408101544
id_108,3.799952511860571
id_109,61.927117153880715
id_110,37.730132264620245
id_111,12.574212570541619
id_112,21.43649536902736
id_113,10.743650753345724
id_114,10.668467029381667
id_115,18.892023353442497
id_116,20.20766908598425
id_117,8.444528063124128
id_118,11.394554689085737
id_119,15.040131415977593
id_120,64.685161569785
id_121,20.492033015353652
id_122,29.295603731587867
id_123,19.398233739999853
id_124,5.337029335015767
id_125,29.76873119796729
id_126,7.222908990491556
id_127,16.432355149402444
id_128,21.96060353642598
id_129,49.48657722483374
id_130,16.986875129053463
id_131,16.848652277735884
id_132,46.90615436147942
id_133,11.52871320830981
id_134,11.391177966980656
id_135,1.5980131333203076
id_136,9.232599076655195
id_137,46.34205728574035
id_138,17.106566289369002
id_139,3.3048740998396404
id_140,22.390352836455346
id_141,19.418082834716234
id_142,35.49474871834059
id_143,23.996345903240865
id_144,14.131320947018137
id_145,19.17236964519205
id_146,9.094270941406615
id_147,40.75138448960868
id_148,19.329558953429157
id_149,30.20528095898419
id_150,7.179268399165544
id_151,5.755286037165488
id_152,17.516333946791455
id_153,4.33600208724544
id_154,10.676700611480449
id_155,32.071632369489265
id_156,5.447244200826326
id_157,28.53820219086765
id_158,8.376539017371016
id_159,14.364418533607092
id_160,32.26480740063529
id_161,14.841984780402878
id_162,9.512261754738105
id_163,5.577784574750018
id_164,40.83194411552715
id_165,24.456569398257926
id_166,-3.576670972843832
id_167,12.36644126767825
id_168,49.41879664209195
id_169,10.857976722048704
id_170,49.26443813178824
id_171,29.549659424865588
id_172,20.058184060943965
id_173,15.736903538813817
id_174,47.43578372755209
id_175,19.269271193356175
id_176,15.45757265965422
id_177,29.23350089876502
id_178,9.060177531429062
id_179,23.850995265965313
id_180,12.582061520524107
id_181,8.423459885174166
id_182,44.67385868728685
id_183,35.62388177845364
id_184,11.704365473057265
id_185,27.893151852202465
id_186,20.382564751900993
id_187,55.08265137136432
id_188,7.077894429712581
id_189,45.10894353228107
id_190,29.349243072221558
id_191,11.495996287920741
id_192,22.08490358029209
id_193,-0.6741700252138223
id_194,14.608262380028815
id_195,-0.07529485959606319
id_196,25.681069085119347
id_197,7.344425075895941
id_198,14.20001284730856
id_199,46.028216250632696
id_200,18.725304941064504
id_201,19.28713200553135
id_202,50.2918399702296
id_203,7.250411873724758
id_204,6.891329575781796
id_205,8.451634895677158
id_206,5.134120209577151
id_207,0.6001659449739556
id_208,97.20883560764506
id_209,15.803972938522138
id_210,12.672816934277002
id_211,10.427079748672147
id_212,28.081710500150827
id_213,27.552527903134102
id_214,13.787045577095707
id_215,27.03785844751917
id_216,60.8096335116974
id_217,-0.3190733445937468
id_218,9.617272602403302
id_219,24.064734580823263
id_220,11.372795504429114
id_221,9.775017342317806
id_222,88.32653133065273
id_223,9.812018341141567
id_224,12.34225502527333
id_225,50.68379940457031
id_226,12.483347574542389
id_227,14.714523537636865
id_228,7.0453398064680925
id_229,2.108338895722145
id_230,36.868915344752025
id_231,9.667156941995785
id_232,41.30474882204149
id_233,33.32515847094895
id_234,20.814248250852394
id_235,31.00320392488107
id_236,53.14054506911464
id_237,32.064825346191235
id_238,10.181055653480556
id_239,14.157618884644895
